,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_Tenure_Ratio
4187,36,1,730,3,20.25,717.95,0,19.943055555555556
4190,11,1,30,4,96.2,1222.05,1,111.09545454545454
4192,23,1,365,3,20.15,405.6,0,17.63478260869565
4193,10,1,30,4,19.75,208.25,0,20.825
4195,45,1,30,1,70.05,3062.45,0,68.05444444444444
4197,22,1,30,1,84.75,1816.75,0,82.57954545454545
4198,52,1,730,2,23.05,1255.1,0,24.13653846153846
4202,10,1,365,3,19.6,189.45,0,18.945
4203,7,1,365,2,20.05,96.8,0,13.828571428571427
4204,5,1,30,1,85.55,408.5,0,81.7
4205,24,1,730,4,78.6,1846.65,0,76.94375000000001
4207,21,0,30,2,43.55,1011.5,0,48.166666666666664
4209,44,1,30,3,54.9,2549.1,0,57.934090909090905
4210,61,1,365,1,65.2,3965.05,0,65.00081967213114
4212,1,1,30,1,90.6,90.6,1,90.6
4213,6,1,30,3,50.8,288.05,1,48.00833333333333
4214,4,1,30,1,90.05,368.1,1,92.025
4217,14,1,30,1,75.1,1013.35,0,72.38214285714285
4218,7,1,30,3,25.05,152.95,0,21.849999999999998
4219,48,1,365,1,75.15,3772.65,0,78.596875
4220,55,1,365,2,19.5,1026.35,0,18.66090909090909
4221,1,1,30,4,19.3,19.3,0,19.3
4223,3,1,30,2,70.3,220.4,0,73.46666666666667
4225,8,1,30,2,20.25,158.35,0,19.79375
4226,3,1,30,1,75.85,256.6,1,85.53333333333335
4228,1,1,30,1,68.5,68.5,1,68.5
4230,11,1,30,1,73.5,791.75,1,71.97727272727273
4232,1,1,30,2,69.95,69.95,1,69.95
4233,33,0,730,3,59.55,2016.3,0,61.1
4234,16,1,365,2,19.05,326.65,0,20.415625
4236,1,1,30,4,19.95,19.95,0,19.95
4237,5,1,30,1,70.05,346.4,1,69.28
4238,57,1,365,2,19.4,1061.6,0,18.62456140350877
4239,56,0,365,4,36.1,1971.5,0,35.205357142857146
4240,8,1,30,1,94.0,773.65,1,96.70625
4241,22,1,30,2,61.15,1422.05,1,64.63863636363637
4242,1,1,30,2,19.75,19.75,0,19.75
4243,40,1,30,4,64.1,2460.35,0,61.50875
4244,46,1,730,4,19.75,856.5,0,18.619565217391305
4249,10,1,365,2,65.9,660.05,0,66.005
4251,24,0,730,2,52.5,1208.15,0,50.33958333333334
4252,19,1,30,2,56.1,1033.9,0,54.415789473684214
4253,22,1,30,1,88.75,1885.15,0,85.68863636363636
4254,29,1,30,1,84.45,2467.1,1,85.07241379310345
4255,13,1,365,2,75.3,989.45,1,76.11153846153846
4259,3,1,30,2,19.6,59.75,1,19.916666666666668
4260,42,1,365,1,73.15,3088.25,0,73.5297619047619
4261,57,1,365,2,54.65,3134.7,0,54.99473684210526
4262,2,1,30,3,66.4,94.55,1,47.275
4268,35,1,365,1,89.7,3165.6,0,90.44571428571429
4269,17,1,30,4,90.2,1454.15,1,85.53823529411765
4271,28,1,365,2,19.9,543.0,0,19.392857142857142
4272,56,1,730,4,25.15,1327.15,1,23.699107142857144
4273,31,1,30,4,79.85,2404.15,1,77.55322580645162
4274,45,1,365,3,18.85,867.3,0,19.273333333333333
4275,1,1,30,2,25.75,25.75,0,25.75
4276,2,1,30,2,49.6,114.7,1,57.35
4277,6,1,30,2,20.95,109.5,0,18.25
4279,25,1,30,3,25.4,546.85,0,21.874000000000002
4281,50,0,30,2,35.0,1782.4,0,35.648
4283,4,1,30,1,70.2,280.35,0,70.0875
4284,32,1,30,1,90.95,2897.95,0,90.5609375
4285,45,1,730,4,73.85,3371.0,0,74.91111111111111
4286,9,1,30,1,88.05,801.3,0,89.03333333333333
4288,3,1,30,1,91.85,257.05,1,85.68333333333334
4289,54,1,730,2,20.1,1079.45,0,19.989814814814817
4290,1,0,30,1,40.1,40.1,1,40.1
4292,31,1,30,1,73.9,2217.15,1,71.5209677419355
4293,14,1,30,2,89.8,1129.1,1,80.64999999999999
4294,12,1,365,4,85.15,979.05,0,81.58749999999999
4296,35,1,30,1,72.25,2568.55,1,73.38714285714286
4297,45,1,730,2,73.55,3349.1,0,74.42444444444445
4298,10,1,30,2,46.0,492.1,0,49.21
4299,29,1,30,3,58.55,1718.95,0,59.27413793103448
4300,24,1,365,3,24.6,605.25,0,25.21875
4302,51,1,365,2,86.35,4267.15,0,83.66960784313724
4303,45,1,730,2,25.5,1121.05,0,24.912222222222223
4304,49,1,365,4,19.0,918.7,0,18.748979591836736
4305,29,1,730,2,19.55,521.8,0,17.99310344827586
4307,37,1,30,1,96.55,3580.3,1,96.76486486486488
4308,25,1,30,1,69.75,1729.35,0,69.17399999999999
4309,22,0,30,1,50.6,1073.3,0,48.78636363636363
4311,7,0,30,4,40.1,293.3,1,41.9
4312,33,1,730,4,82.1,2603.1,0,78.88181818181818
4313,23,1,30,2,79.1,1783.75,0,77.55434782608695
4315,1,1,30,1,79.55,79.55,1,79.55
4317,3,1,365,4,20.55,57.4,0,19.133333333333333
4318,56,1,365,3,75.75,4284.65,0,76.51160714285713
4321,14,1,30,3,80.35,1058.1,0,75.57857142857142
4322,2,1,30,1,70.15,123.8,0,61.9
4323,32,1,365,1,84.05,2781.85,1,86.9328125
4324,40,1,30,1,67.45,2731.0,0,68.275
4325,1,1,30,4,20.75,20.75,0,20.75
4326,1,1,30,1,89.1,89.1,1,89.1
4327,7,1,30,2,69.9,497.3,0,71.04285714285714
4328,15,1,30,1,51.1,711.15,0,47.41
4329,17,1,30,1,94.4,1607.2,1,94.54117647058824
4330,19,1,30,1,78.25,1490.95,1,78.47105263157896
4332,54,1,730,3,60.0,3273.95,0,60.6287037037037
4333,31,1,30,4,90.55,2929.75,0,94.50806451612904
4334,11,1,30,1,76.4,838.7,0,76.24545454545455
4335,18,1,30,1,84.95,1443.65,0,80.20277777777778
4338,5,0,30,4,45.4,214.75,0,42.95
4339,38,1,365,4,69.0,2669.45,0,70.2486842105263
4340,5,1,30,3,48.65,235.2,0,47.04
4341,2,1,30,1,44.15,92.65,1,46.325
4342,52,1,730,3,59.85,3103.25,0,59.67788461538461
4343,8,1,30,1,75.75,606.25,1,75.78125
4346,42,1,30,4,66.4,2727.8,0,64.94761904761906
4348,1,1,30,2,19.1,19.1,1,19.1
4349,1,1,30,1,80.3,80.3,1,80.3
4350,33,1,30,4,44.55,1462.6,0,44.32121212121212
4351,7,1,30,2,20.35,150.6,0,21.514285714285712
4353,1,1,30,1,74.9,74.9,1,74.9
4354,59,1,730,3,20.2,1192.3,0,20.208474576271186
4355,6,1,30,1,50.35,314.55,0,52.425000000000004
4356,3,1,30,2,18.8,56.0,0,18.666666666666668
4357,15,1,30,4,20.45,330.8,0,22.053333333333335
4358,13,1,365,1,64.75,877.35,0,67.48846153846154
4360,31,1,30,1,89.45,2807.65,0,90.56935483870969
4361,29,1,365,1,58.75,1696.2,0,58.4896551724138
4362,49,1,365,4,20.7,1032.05,0,21.062244897959182
4366,24,1,30,1,79.85,1857.75,0,77.40625
4367,36,1,365,4,54.1,1992.85,0,55.356944444444444
4368,9,1,30,1,80.85,751.65,1,83.51666666666667
4369,3,0,30,1,24.75,66.95,1,22.316666666666666
4370,21,1,365,2,80.9,1714.95,0,81.66428571428571
4371,13,1,365,3,24.5,343.6,0,26.430769230769233
4372,1,1,30,3,20.15,20.15,0,20.15
4373,25,1,365,2,20.05,520.1,0,20.804000000000002
4377,22,1,30,4,80.0,1706.45,0,77.56590909090909
4382,4,1,30,2,48.75,179.85,0,44.9625
4384,2,1,30,3,79.7,165.0,1,82.5
4385,21,1,365,2,20.35,422.7,0,20.128571428571426
4386,55,1,730,3,57.55,3046.4,1,55.38909090909091
4387,1,1,30,2,20.25,20.25,0,20.25
4388,17,1,730,2,19.4,358.05,0,21.061764705882354
4390,22,1,30,2,57.95,1271.8,0,57.809090909090905
4391,9,1,30,3,59.5,530.05,0,58.89444444444444
4392,1,1,30,2,19.2,19.2,0,19.2
4393,21,1,30,1,86.5,1808.7,1,86.12857142857143
4394,19,1,30,1,59.55,1144.6,0,60.24210526315789
4396,1,0,30,1,25.1,25.1,1,25.1
4400,7,0,30,1,24.7,149.05,0,21.292857142857144
4402,39,0,30,4,48.95,1880.85,1,48.22692307692307
4403,32,1,30,3,62.45,2045.55,0,63.9234375
4404,24,1,30,1,89.55,2187.15,0,91.13125000000001
4405,6,1,30,4,83.55,477.55,1,79.59166666666667
4406,37,1,30,4,78.9,2976.95,0,80.4581081081081
4407,8,1,30,2,20.35,178.7,0,22.3375
4410,16,1,30,3,94.65,1461.15,0,91.321875
4411,57,0,30,3,49.9,2782.4,0,48.8140350877193
4413,17,1,30,1,89.15,1496.9,1,88.0529411764706
4414,21,1,30,2,20.75,452.2,0,21.53333333333333
4416,17,1,30,3,75.4,1322.55,0,77.79705882352941
4417,1,1,30,2,70.45,70.45,1,70.45
4418,58,1,365,4,60.3,3563.8,1,61.4448275862069
4419,8,1,30,4,21.05,139.75,0,17.46875
4420,27,1,365,4,69.35,1927.3,0,71.38148148148149
4421,34,1,30,2,88.85,3000.25,0,88.24264705882354
4422,30,1,365,3,97.0,3021.3,0,100.71000000000001
4423,33,1,30,4,66.4,2245.4,0,68.04242424242425
4424,1,0,30,1,24.75,24.75,1,24.75
4425,14,1,30,2,69.2,944.65,0,67.475
4426,16,1,365,4,79.5,1264.2,0,79.0125
4430,32,1,30,3,61.4,1864.65,0,58.2703125
4431,18,1,30,1,69.8,1221.65,0,67.86944444444445
4432,37,0,730,2,40.55,1390.85,0,37.59054054054054
4433,4,1,30,1,75.65,302.35,0,75.5875
4434,16,1,30,1,90.7,1374.9,0,85.93125
4435,17,1,30,3,80.5,1336.9,0,78.64117647058823
4436,19,1,30,1,60.6,1297.8,0,68.30526315789473
4438,51,1,730,2,24.95,1222.25,0,23.965686274509803
4439,28,1,730,4,20.3,487.95,0,17.426785714285714
4440,43,1,730,1,60.0,2548.55,0,59.268604651162796
4441,42,1,730,1,20.25,835.5,0,19.892857142857142
4442,3,1,30,1,78.5,242.05,1,80.68333333333334
4443,1,1,30,2,44.75,44.75,0,44.75
4444,3,1,30,2,19.85,63.75,1,21.25
4446,3,1,30,1,79.9,260.9,1,86.96666666666665
4450,15,1,30,4,58.6,939.7,1,62.64666666666667
4451,45,1,30,3,93.9,4200.25,0,93.33888888888889
4454,4,1,30,2,19.4,93.4,0,23.35
4455,1,1,30,2,50.45,50.45,1,50.45
4457,22,1,30,3,75.0,1573.95,0,71.54318181818182
4458,38,1,30,1,94.65,3624.3,1,95.3763157894737
4460,18,1,30,1,78.2,1468.75,0,81.59722222222223
4461,29,1,30,1,94.2,2607.6,0,89.91724137931034
4462,16,1,30,1,88.45,1422.1,1,88.88125
4463,1,1,30,1,69.85,69.85,1,69.85
4464,12,1,30,3,81.7,858.6,1,71.55
4465,31,0,365,1,50.05,1523.4,0,49.141935483870974
4466,4,1,30,1,79.9,324.3,1,81.075
4467,48,1,365,2,69.55,3435.6,0,71.575
4468,15,1,30,4,25.4,399.6,1,26.64
4470,7,1,30,3,44.65,322.5,0,46.07142857142857
4471,41,1,30,3,83.75,3273.55,1,79.84268292682927
4474,57,0,730,4,53.35,3090.05,0,54.21140350877193
4475,3,1,30,1,19.55,61.05,0,20.349999999999998
4476,1,1,30,2,20.9,20.9,1,20.9
4477,19,1,365,3,48.95,955.6,0,50.294736842105266
4478,3,1,30,1,54.2,140.4,0,46.800000000000004
4479,59,1,730,1,24.45,1493.1,0,25.306779661016947
4480,1,1,30,2,69.4,69.4,1,69.4
4481,42,0,30,3,40.15,1626.05,0,38.71547619047619
4482,7,1,30,1,74.9,541.15,1,77.30714285714285
4484,1,1,30,1,70.35,70.35,0,70.35
4487,4,1,365,4,24.1,73.1,0,18.275
4488,42,1,30,4,74.15,3229.4,1,76.89047619047619
4491,1,1,30,4,19.75,19.75,0,19.75
4492,54,1,730,3,24.05,1230.9,0,22.794444444444448
4493,18,1,730,4,25.3,454.65,0,25.258333333333333
4494,3,1,30,1,84.3,235.05,0,78.35000000000001
4495,1,1,30,1,70.1,70.1,1,70.1
4498,11,1,365,2,20.0,196.35,0,17.849999999999998
4499,12,1,30,1,78.3,909.25,1,75.77083333333333
4501,39,1,730,4,20.7,762.45,0,19.55
4503,17,1,30,1,94.4,1617.5,1,95.1470588235294
4504,37,1,365,4,20.15,785.75,0,21.236486486486488
4507,8,1,30,3,66.05,574.5,0,71.8125
4508,22,1,30,2,19.9,400.3,0,18.195454545454545
4509,1,1,30,1,84.3,84.3,1,84.3
4510,38,1,30,4,68.15,2656.3,0,69.90263157894738
4511,17,1,365,1,80.85,1445.95,0,85.05588235294118
4514,28,1,30,1,80.6,2244.95,0,80.17678571428571
4515,15,1,30,3,83.2,1130.0,0,75.33333333333333
4518,8,1,30,1,81.25,585.95,1,73.24375
4520,1,1,30,3,19.95,19.95,1,19.95
4521,46,0,30,1,45.55,2062.15,0,44.82934782608696
4522,30,1,365,4,20.7,587.1,0,19.57
4523,10,1,30,1,75.3,720.45,0,72.045
4525,32,1,30,4,93.4,2979.3,0,93.103125
4526,13,1,30,4,73.75,956.65,0,73.58846153846153
4527,39,1,730,1,80.45,3201.55,1,82.09102564102565
4528,44,1,30,4,88.15,3973.2,0,90.3
4529,9,1,30,2,49.2,447.9,0,49.766666666666666
4531,9,1,30,3,79.35,661.25,1,73.47222222222223
4532,15,1,30,1,79.75,1111.85,1,74.12333333333332
4534,1,1,30,4,49.0,49.0,0,49.0
4536,1,1,30,1,69.35,69.35,1,69.35
4537,17,0,30,2,49.8,836.35,0,49.19705882352941
4538,3,1,30,1,85.8,272.2,1,90.73333333333333
4540,1,1,30,3,20.95,20.95,0,20.95
4541,1,1,30,2,50.55,50.55,1,50.55
4542,32,1,30,2,79.3,2570.0,0,80.3125
4543,41,1,365,3,19.5,798.2,0,19.46829268292683
4544,1,1,30,1,80.55,80.55,1,80.55
4545,1,1,30,3,44.15,44.15,0,44.15
4546,12,1,30,1,84.5,916.9,1,76.40833333333333
4548,22,1,30,2,84.3,1855.65,1,84.34772727272728
4549,17,1,30,4,92.7,1556.85,0,91.57941176470588
4552,9,1,30,4,20.45,147.55,0,16.394444444444446
4555,19,1,730,2,20.2,387.4,0,20.389473684210525
4556,2,1,30,1,67.75,116.65,1,58.325
4557,53,0,365,4,54.9,3045.75,0,57.466981132075475
4558,27,1,30,1,85.25,2287.25,1,84.71296296296296
4559,6,1,30,3,20.15,130.5,0,21.75
4560,9,1,365,1,90.35,767.9,0,85.32222222222222
4561,8,1,30,1,55.75,446.8,0,55.85
4563,10,1,30,3,80.05,830.7,1,83.07000000000001
4564,1,1,30,2,20.0,20.0,1,20.0
4568,26,1,365,1,85.2,2184.6,0,84.02307692307691
4569,22,1,30,4,48.8,1054.6,1,47.93636363636363
4570,7,1,30,2,18.95,130.55,0,18.650000000000002
4571,20,1,30,3,69.8,1540.35,0,77.0175
4575,4,1,30,2,25.25,101.9,0,25.475
4576,16,1,30,1,19.75,313.4,0,19.5875
4578,10,1,30,2,60.95,629.55,0,62.955
4579,31,1,30,1,81.15,2640.55,0,85.17903225806452
4581,58,1,730,2,20.8,1212.25,0,20.900862068965516
4585,1,1,30,1,85.05,85.05,1,85.05
4587,26,1,30,4,85.9,2196.45,0,84.47884615384615
4588,33,1,30,4,95.0,3008.15,0,91.1560606060606
4589,10,1,730,2,20.15,220.8,0,22.080000000000002
4591,10,1,30,1,21.2,222.65,0,22.265
4592,39,1,365,2,24.2,914.6,0,23.451282051282053
4593,11,1,30,3,20.3,246.3,0,22.39090909090909
4596,18,1,365,4,89.6,1633.0,0,90.72222222222223
4598,18,1,30,2,56.25,969.85,0,53.88055555555556
4599,52,1,365,3,50.95,2610.65,0,50.204807692307696
4603,3,0,30,2,35.1,101.1,0,33.699999999999996
4606,11,1,730,2,25.0,300.7,0,27.336363636363636
4607,1,1,30,2,59.55,59.55,0,59.55
4609,25,1,365,2,55.1,1466.1,0,58.644
4614,7,1,30,2,20.25,144.35,0,20.62142857142857
4616,21,1,30,3,54.6,1125.2,0,53.58095238095238
4617,2,1,30,3,20.7,39.85,0,19.925
4618,4,1,30,1,94.75,422.4,0,105.6
4619,3,1,30,3,79.65,251.75,1,83.91666666666667
4621,6,1,30,1,49.45,314.6,0,52.43333333333334
4624,8,1,30,1,94.7,740.3,1,92.5375
4625,8,1,30,3,74.05,600.15,0,75.01875
4628,12,1,30,3,54.2,690.5,0,57.541666666666664
4629,13,1,30,2,19.3,279.3,0,21.484615384615385
4630,22,1,30,2,65.05,1427.55,0,64.88863636363637
4631,5,1,30,1,92.5,452.7,1,90.53999999999999
4632,1,1,30,2,19.45,19.45,1,19.45
4634,2,1,30,3,18.75,53.15,0,26.575
4635,40,1,730,3,20.15,777.35,0,19.43375
4636,44,1,365,3,20.0,860.85,0,19.56477272727273
4638,2,1,30,1,75.55,166.3,1,83.15
4639,26,1,30,1,93.6,2404.1,0,92.46538461538461
4640,1,1,30,1,70.0,70.0,1,70.0
4641,1,0,30,2,24.4,24.4,0,24.4
4643,3,1,30,2,65.25,209.9,0,69.96666666666667
4644,13,1,30,2,50.55,610.75,0,46.98076923076923
4646,1,1,30,2,70.7,70.7,0,70.7
4647,4,1,30,2,45.25,155.35,0,38.8375
4648,2,1,30,1,70.3,144.0,0,72.0
4650,37,1,30,2,26.45,911.6,0,24.63783783783784
4651,15,1,30,1,86.2,1270.2,1,84.68
4652,23,1,365,4,19.65,478.1,0,20.786956521739132
4653,30,0,30,4,51.2,1561.5,1,52.05
4654,42,1,365,1,19.05,761.85,0,18.139285714285716
4655,32,1,365,2,74.75,2282.95,0,71.3421875
4656,22,1,30,3,75.8,1615.1,0,73.41363636363636
4657,42,0,30,4,25.1,1097.15,0,26.12261904761905
4658,8,1,30,2,44.45,369.3,0,46.1625
4660,2,1,30,2,19.5,31.55,1,15.775
4662,22,1,30,4,20.15,432.5,0,19.65909090909091
4663,4,1,30,1,74.9,321.75,1,80.4375
4664,2,1,30,4,74.9,147.15,1,73.575
4666,25,1,30,4,19.2,532.1,0,21.284000000000002
4667,20,1,30,3,19.25,375.25,0,18.7625
4668,2,1,30,4,61.2,125.95,0,62.975
4669,51,1,730,2,20.45,1042.65,0,20.444117647058825
4670,46,0,30,3,35.05,1620.25,0,35.22282608695652
4672,13,1,30,2,44.0,659.35,0,50.71923076923077
4674,26,1,365,2,50.35,1285.8,0,49.45384615384615
4676,19,1,30,1,20.0,377.55,0,19.871052631578948
4678,2,1,30,3,94.2,193.8,1,96.9
4680,18,1,30,4,58.4,964.9,0,53.605555555555554
4681,9,1,30,1,83.85,790.15,1,87.79444444444444
4682,27,1,30,4,88.3,2467.75,1,91.39814814814815
4683,24,1,30,1,94.1,2322.85,0,96.78541666666666
4687,22,1,30,4,94.7,1914.9,1,87.0409090909091
4689,2,1,30,1,19.9,57.4,0,28.7
4690,31,1,30,4,66.4,2019.8,0,65.15483870967742
4693,52,1,730,4,25.6,1334.5,0,25.66346153846154
4694,13,1,30,2,19.85,252.0,0,19.384615384615383
4695,35,1,365,2,20.75,700.45,0,20.012857142857143
4700,2,1,30,2,45.85,105.6,0,52.8
4702,54,0,365,1,55.45,2966.95,0,54.943518518518516
4703,24,1,30,1,78.85,1772.25,1,73.84375
4704,1,1,30,1,61.15,61.15,0,61.15
4705,6,1,30,1,78.95,494.95,0,82.49166666666666
4706,1,1,30,2,44.45,44.45,1,44.45
4708,56,1,730,4,61.3,3346.8,0,59.76428571428572
4710,6,0,730,2,40.55,217.5,0,36.25
4711,32,1,365,2,19.8,607.7,0,18.990625
4718,20,1,365,2,20.0,416.45,0,20.822499999999998
4719,36,1,30,1,84.9,3067.2,1,85.19999999999999
4721,1,1,30,2,20.25,20.25,1,20.25
4722,60,1,365,4,70.15,4224.7,0,70.41166666666666
4723,1,1,30,1,74.35,74.35,1,74.35
4724,50,1,365,3,80.05,4042.2,0,80.844
4725,1,1,30,2,62.05,62.05,1,62.05
4727,60,1,730,3,20.5,1198.8,0,19.98
4728,46,0,730,2,38.25,1755.35,0,38.15978260869565
4730,31,1,30,3,96.6,2877.95,0,92.83709677419354
4731,19,1,365,2,19.9,357.7,0,18.826315789473682
4733,12,1,30,1,84.6,959.9,0,79.99166666666666
4734,39,1,365,4,80.0,3182.95,1,81.61410256410257
4735,44,1,365,3,85.25,3704.15,0,84.18522727272727
4739,11,1,30,3,79.0,929.3,0,84.48181818181818
4740,24,0,30,3,39.1,971.3,1,40.47083333333333
4741,15,1,30,1,94.65,1285.05,0,85.67
4743,56,1,730,4,59.5,3389.25,0,60.52232142857143
4746,2,1,30,1,76.5,162.45,1,81.225
4747,35,1,365,3,20.6,754.0,0,21.542857142857144
4748,22,1,365,4,20.3,467.15,0,21.23409090909091
4749,5,1,30,1,49.2,216.9,1,43.38
4750,9,0,365,2,39.55,373.0,0,41.44444444444444
4751,11,1,30,4,23.15,245.2,1,22.29090909090909
4752,23,1,365,2,20.45,481.1,0,20.917391304347827
4753,4,1,30,1,80.85,302.75,1,75.6875
4755,33,1,30,1,91.25,2964.05,0,89.81969696969698
4756,31,1,30,3,72.45,2156.25,0,69.55645161290323
4757,1,1,30,2,60.1,60.1,1,60.1
4758,56,1,730,3,19.7,1051.9,0,18.78392857142857
4759,1,1,30,1,78.95,78.95,1,78.95
4762,34,1,30,4,69.15,2275.1,0,66.91470588235293
4764,2,1,30,1,45.15,98.5,1,49.25
4765,37,0,730,4,35.8,1316.9,0,35.5918918918919
4767,1,1,365,4,19.85,19.85,0,19.85
4769,35,1,365,1,19.9,666.0,0,19.02857142857143
4770,6,1,365,2,19.7,94.45,0,15.741666666666667
4771,3,1,30,1,79.4,244.65,1,81.55
4773,44,0,365,2,53.95,2375.4,1,53.98636363636364
4776,5,1,30,1,68.95,351.5,0,70.3
4777,2,1,30,2,51.55,106.2,0,53.1
4779,19,1,30,1,96.8,1743.05,0,91.73947368421052
4780,9,1,30,2,70.05,657.5,0,73.05555555555556
4781,53,1,730,4,19.5,1050.5,0,19.82075471698113
4782,5,1,30,2,78.75,426.35,0,85.27000000000001
4784,1,1,30,2,19.55,19.55,0,19.55
4785,18,1,30,1,80.65,1451.9,1,80.66111111111111
4787,4,1,30,2,54.7,235.05,0,58.7625
4788,59,1,730,4,54.15,3116.15,0,52.816101694915254
4789,1,1,30,2,71.1,71.1,1,71.1
4790,31,1,30,1,84.85,2633.4,0,84.9483870967742
4791,3,1,30,3,20.0,49.65,0,16.55
4794,2,1,30,2,19.35,46.35,0,23.175
4795,53,1,365,3,20.8,1021.8,1,19.279245283018867
4798,36,1,30,3,74.9,2659.45,0,73.8736111111111
4799,10,1,30,3,19.8,196.75,0,19.675
4800,1,1,30,1,94.0,94.0,1,94.0
4802,28,1,30,3,54.65,1517.5,0,54.19642857142857
4803,38,1,30,3,91.7,3479.05,0,91.55394736842106
4805,52,1,730,2,24.55,1331.05,0,25.597115384615385
4808,54,1,730,1,80.6,4299.95,0,79.6287037037037
4809,1,1,30,3,20.3,20.3,0,20.3
4810,15,1,30,1,89.85,1424.95,1,94.99666666666667
4811,4,1,30,2,46.0,193.6,1,48.4
4812,9,1,30,2,66.25,620.55,1,68.94999999999999
4814,22,1,30,1,90.0,1993.8,1,90.62727272727273
4815,38,1,365,3,70.45,2597.6,1,68.3578947368421
4816,55,1,365,4,75.0,4213.9,0,76.61636363636363
4817,1,1,30,2,19.9,19.9,0,19.9
4819,53,1,730,3,19.75,1052.35,1,19.85566037735849
4821,56,0,365,3,54.05,2959.8,0,52.853571428571435
4823,1,1,30,1,53.95,53.95,1,53.95
4825,22,1,30,1,83.05,1799.3,0,81.78636363636363
4827,16,1,30,1,81.0,1312.15,1,82.009375
4828,39,0,30,3,41.1,1597.05,0,40.949999999999996
4829,12,1,30,3,45.0,524.35,0,43.69583333333333
4830,54,1,730,3,74.55,4191.45,0,77.61944444444444
4831,18,0,365,2,40.2,711.95,0,39.55277777777778
4832,32,1,365,2,70.5,2201.75,0,68.8046875
4833,41,1,365,2,19.75,806.95,0,19.681707317073172
4836,25,1,30,3,78.35,1837.9,0,73.516
4837,1,1,30,1,69.8,69.8,1,69.8
4839,7,1,30,2,73.75,545.15,1,77.87857142857142
4840,43,0,30,4,33.45,1500.25,0,34.88953488372093
4841,24,1,30,1,94.6,2283.15,0,95.13125000000001
4842,9,1,30,1,54.55,494.05,1,54.894444444444446
4844,37,1,365,3,20.3,755.4,0,20.416216216216217
4845,20,0,730,4,39.4,825.4,0,41.269999999999996
4846,7,1,30,3,69.15,488.65,0,69.80714285714285
4847,37,1,30,1,76.25,2841.55,1,76.79864864864865
4848,5,1,30,2,93.9,486.85,1,97.37
4849,41,0,365,1,51.35,2075.1,0,50.61219512195122
4851,3,1,30,1,70.4,204.7,1,68.23333333333333
4854,18,0,365,4,46.4,812.4,0,45.13333333333333
4856,31,1,30,1,91.15,2995.45,1,96.62741935483871
4857,20,0,30,4,24.9,505.95,0,25.2975
4858,57,1,365,2,59.6,3509.4,0,61.56842105263158
4860,13,0,730,2,40.55,590.35,0,45.41153846153846
4861,48,1,365,3,58.95,2789.7,0,58.11875
4862,2,1,30,1,70.95,137.95,1,68.975
4863,57,1,730,2,20.75,1123.15,0,19.704385964912284
4865,7,1,30,1,48.8,349.8,0,49.971428571428575
4866,16,1,30,3,63.05,1067.05,0,66.690625
4869,16,1,30,2,80.55,1248.9,0,78.05625
4870,48,1,365,3,64.4,3035.35,0,63.23645833333333
4871,58,1,365,4,75.2,4300.8,0,74.15172413793104
4873,7,1,30,2,19.3,144.95,0,20.707142857142856
4874,38,1,30,4,83.9,3233.6,1,85.09473684210526
4877,30,1,365,4,74.65,2308.6,0,76.95333333333333
4878,31,1,30,4,59.05,1882.8,0,60.73548387096774
4879,46,1,365,4,69.1,3255.35,0,70.76847826086956
4880,50,1,730,2,20.55,1067.65,0,21.353
4881,28,1,30,3,76.55,2065.4,0,73.76428571428572
4883,8,0,30,1,29.4,221.9,1,27.7375
4884,41,1,30,3,94.9,3848.0,0,93.85365853658537
4886,7,1,365,2,19.9,173.15,0,24.735714285714288
4887,38,1,30,2,20.45,781.25,0,20.55921052631579
4891,4,1,30,1,65.6,250.1,0,62.525
4892,20,1,30,1,84.35,1745.2,0,87.26
4893,2,1,30,2,44.65,74.9,1,37.45
4894,57,1,365,4,71.1,4140.1,0,72.63333333333334
4895,44,1,30,1,85.15,3670.5,0,83.42045454545455
4896,24,1,30,2,49.7,1167.8,0,48.65833333333333
4897,15,0,30,3,30.2,469.65,0,31.31
4898,3,0,30,1,25.25,58.9,1,19.633333333333333
4899,4,1,30,3,84.05,333.55,1,83.3875
4900,37,1,30,1,85.7,3171.15,1,85.70675675675676
4901,1,1,30,1,74.7,74.7,1,74.7
4902,24,1,30,4,56.35,1381.2,0,57.550000000000004
4903,5,1,30,1,90.8,455.5,1,91.1
4905,58,1,730,2,19.85,1158.85,0,19.980172413793102
4910,30,1,365,3,85.35,2530.4,1,84.34666666666666
4912,36,1,30,1,90.85,3186.7,1,88.51944444444445
4913,14,1,730,3,76.1,1054.8,0,75.34285714285714
4915,22,0,30,1,39.2,849.9,0,38.63181818181818
4916,2,1,30,1,79.55,151.75,0,75.875
4917,15,1,30,2,19.6,299.4,0,19.959999999999997
4918,51,1,730,4,19.55,1086.75,0,21.308823529411764
4922,61,1,30,1,59.8,3641.5,0,59.69672131147541
4923,52,1,30,3,49.75,2535.55,0,48.760576923076925
4924,1,0,30,1,35.75,35.75,1,35.75
4927,30,1,730,2,19.05,637.55,0,21.251666666666665
4928,4,1,30,1,46.0,181.6,1,45.4
4930,1,1,30,4,44.55,44.55,0,44.55
4932,27,1,365,4,80.65,2209.75,0,81.8425925925926
4933,4,0,30,2,57.2,223.75,0,55.9375
